Category,Feature,Status,Comments,Reference
"API","layout.removeAllListeners","Replaced","Layout handles expose run(), stop(), cancel(), promise() and reheat(). Observe layoutready/layoutstop on cy; custom layouts signal through their context.","MIGRATING.md"
"API","layout.removeListener","Replaced","Layout handles expose run(), stop(), cancel(), promise() and reheat(). Observe layoutready/layoutstop on cy; custom layouts signal through their context.","MIGRATING.md"
"API","layout.run","Implemented","Start the layout. Emits layoutstart on the core, calls impl.run( ctx ) and awaits it if it returns a promise (the shape a GPU-resident layout needs).","src/layout/contract.mts:597"
"API","layout.start","Replaced","Use layout.run(). The v3 spelling is not public in v4.","MIGRATING.md"
"API","layout.stop","Implemented","Ask the layout to stop early, by calling the impl's optional stop(). An impl without one simply runs to completion.","src/layout/contract.mts:642"
"API","layout.trigger","Replaced","Layout handles expose run(), stop(), cancel(), promise() and reheat(). Observe layoutready/layoutstop on cy; custom layouts signal through their context.","MIGRATING.md"
"API","layout.unbind","Replaced","Listen for layoutready/layoutstop on cy or await layout.promise(); layout handles do not expose an event emitter.","MIGRATING.md"
"API","layout.unlisten","Replaced","Listen for layoutready/layoutstop on cy or await layout.promise(); layout handles do not expose an event emitter.","MIGRATING.md"
"Distribution","Official JSON schemas","Planned","Element, stylesheet and layout schemas are scoped; not shipped.","plan/rounds/2026-08-14-10-rnd0079-plan-official-json-schemas.md"
"Distribution","TypeScript declarations","Implemented","Public declarations are generated and shipped with the package.","src/README.md"
"Distribution","UMD, CJS and ESM bundles","Implemented","Bundle builds exist, including minified UMD and ESM; release publication remains separate.","src/README.md"
"Documentation","API reference generator","Implemented","Source JSDoc generates the status-site API preview.","scripts/docs-generate.mjs"
"Documentation","Release documentation site","Planned","The release docs site is scoped as round 46; the current API page is a preview.","src/README.md"
"Export","Headless image generation","Planned","Scoped headless SVG and raster-export investigation; current PNG/JPEG require a mounted renderer.","plan/rounds/2026-08-14-09-rnd0078-plan-headless-node-image-generation.md"
"Export","PDF export","Undecided","Follow-up over SVG export; backend choice and font embedding/outline fidelity require investigation.","PLAN.md"
"Export","PNG and JPEG","Implemented","Rendered image export via the public core methods; requires a mounted renderer.","src/README.md"
"Export","SVG vector export","Planned","Minimum requirement for the first alpha, as clarified in the feature direction. SVG serialization is scoped in round 77; working vector output is required. PDF remains a separate undecided follow-up.","plan/rounds/2026-08-14-08-rnd0077-plan-svg-vector-export.md"
"Extensions","Core, collection and renderer extensions","Undecided","Demand-gated extension points remain deferred. Only the layout contract is public.","MIGRATING.md"
"Extensions","cyext extension toolchain","Planned","Scaffold, build and validate extensions against the v4 contract; scoped, not shipped.","plan/rounds/2026-08-14-01-rnd0071-plan-cyext-the-extension-toolchain.md"
"Interaction","Box selection","Implemented","Contain and overlap modes, with optional label inclusion.","MIGRATING.md"
"Interaction","Event namespaces and raw mouse/touch aliases","Excluded","Use the curated v4 event vocabulary; namespace parsing and raw alias re-emits were removed.","MIGRATING.md"
"Interaction","Parent versus edge drag targeting","Partial","Tap/hover resolves leaf > edge > parent. Initial pan-versus-grab and taphold still use synchronous node picking.","src/README.md"
"Interaction","Pointer and wheel gestures","Implemented","Picking, dragging, pan, zoom, tap, double tap and context gestures.","src/README.md"
"Interaction","Touch gestures","Implemented","Pinch zoom, two-finger context gestures and three-finger box selection.","src/README.md"
"Interaction","Transient emphasis","Planned","Scoped hover highlight without stylesheet mutation; current applications can implement emphasis with existing style APIs.","plan/rounds/2026-08-20-03-rnd0102-plan-transient-emphasis-hover-highlight-without-touching-the.md"
"Interaction","Wheel behaviour refinements","Planned","Scoped ctrl/meta-wheel and trackpad behaviour changes; existing wheel zoom remains implemented.","plan/rounds/2026-08-14-06-rnd0075-plan-the-dx-polish-bundle.md"
"Layout","breadthfirst","Implemented","Directed levels with node-size-aware spacing and component packing.","src/layout/breadthfirst.mts"
"Layout","circle","Implemented","Circular placement with node-size-aware spacing and component packing.","src/layout/circle.mts"
"Layout","concentric","Implemented","Concentric rings from node scores, with component packing.","src/layout/concentric.mts"
"Layout","cose","Replaced","Use force; the v3 cose option surface is not accepted unchanged.","MIGRATING.md"
"Layout","flow","Implemented","Layered directed layout with rank assignment, compound handling and edge routing support.","src/layout/flow.mts"
"Layout","force","Implemented","CPU and GPU force layout; constraints, component packing, overlap avoidance and infinite interactive runs.","src/layout/force.mts"
"Layout","grid","Implemented","Grid placement with node-size-aware spacing and component packing.","src/layout/grid.mts"
"Layout","Layout extensions","Implemented","Pass implementations directly through the layout contract; no extension registry.","src/layout/contract.mts"
"Layout","pack","Implemented","Pack disconnected components while preserving their internal drawing.","src/layout/pack-layout.mts"
"Layout","preset","Implemented","Place nodes at supplied or existing positions; parents derive from their children.","src/layout/preset.mts"
"Layout","radial","Implemented","Radial tree placement.","src/layout/radial.mts"
"Layout","random","Implemented","Random placement in a bounding box.","src/layout/random.mts"
"Model","Attribute-table column views and filters","Planned","Scoped public column-view/filter affordances; current query objects remain available.","plan/rounds/2026-08-14-15-rnd0084-plan-attribute-table-and-filter-affordances.md"
"Model","Automatic and explicit compaction","Implemented","Reclaim dead slots while preserving live handles and draw order.","src/README.md"
"Model","Binary graph loading and export","Implemented","Load transferable binary payloads; numeric columns deserialize as views. Graph-level data imports at construction, not cy.add().","src/wire.mts"
"Model","Columnar storage","Implemented","Typed columns, indexed adjacency and compact element handles.","src/README.md"
"Model","Compound graphs","Implemented","Hierarchy, subtree moves, inherited visibility and derived parent bounds.","src/README.md"
"Model","Id-keyed payload reconciliation","Planned","Scoped patch/reconcile API for fresh payloads; current add/remove/data writes remain available.","plan/rounds/2026-08-20-08-rnd0107-plan-patch-id-keyed-reconcile-of-a-fresh-payload.md"
"Model","Multiple viewers by cloning","Planned","Scoped viewer cloning API; separate independent instances already work.","plan/rounds/2026-08-20-07-rnd0106-plan-n-viewers-by-cloning.md"
"Model","Progressive ingest","Planned","Scoped chunked loading and first-frame progress; existing bulk loading is implemented.","plan/rounds/2026-08-20-04-rnd0103-plan-progressive-ingest-a-first-frame-before-the-last-byte.md"
"Model","Zero-copy census and follow-ups","Implemented","The census table lives in src/README.md with two re-runnable instruments (benchmark/copy-census*.mjs); the SharedArrayBuffer tier for the worker host is designed and built on trigger (110.3); no general zero-copy guarantee.","plan/rounds/2026-08-26-02-rnd0110-landed-zero-copy-the-copy-census-and-what-each-copy-buys.md"
"Query","Element classes","Replaced","Use data fields and conditional style mappers.","MIGRATING.md"
"Query","Selector strings","Replaced","Use query objects and predicates; selector strings throw.","MIGRATING.md"
"Release","Cross-platform validation","Planned","Round 49 remains part of the release sequence; existing CI does not complete that scope.","src/README.md"
"Release","Release engineering and bake","Planned","Rounds 50–51 cover release workflows, artifact publication and release validation. V4 is unreleased.","src/README.md"
"Rendering","Annotations layer","Planned","Scoped world-space annotations with picking and export integration; unbuilt.","plan/rounds/2026-08-14-12-rnd0081-plan-the-annotations-layer.md"
"Rendering","Automatic taxi tracks","Implemented","Live-position fan-out tracks, per-edge casing order and layout gap accommodation.","src/README.md"
"Rendering","Background images","Implemented","Multiple images, SVG promotion and SDF icons; resource caps and degradation are documented.","src/README.md"
"Rendering","Canvas fallback","Excluded","No canvas renderer fallback; headless model use remains available.","MIGRATING.md"
"Rendering","Cluster hulls and collapse proxies","Planned","Scoped hull geometry and aggregation proxies; current compound nodes are a separate implemented feature.","plan/rounds/2026-08-14-13-rnd0082-plan-cluster-hulls-and-collapse-aggregation-proxies.md"
"Rendering","Curved and taxi edges","Implemented","Bezier, segments, taxi, rounded variants, loops, haystack and manual endpoints.","src/README.md"
"Rendering","Edge-layer cap and join parity","Planned","Scoped round layer caps, join blending and arrow-reach fixes; current layer strokes retain recorded differences.","plan/rounds/2026-08-17-02-rnd0088-plan-edge-layer-strokes-the-caps-the-corners-and-the-arrow.md"
"Rendering","Elevated draw tier","Undecided","Demand-gated follow-up; z-index is excluded.","src/README.md"
"Rendering","GPU edge bundling","Planned","Scoped force-directed edge bundling; current parallel-bezier routing is a separate implemented feature.","plan/rounds/2026-08-14-14-rnd0083-plan-gpu-edge-bundling.md"
"Rendering","Hollow mid-arrow compositing","Undecided","Mid arrows are filled; the hollow mid-arrow gap remains an open scope call.","PLAN.md"
"Rendering","Label decluttering","Planned","Scoped priority and collision handling for dense labels; unbuilt.","plan/rounds/2026-08-20-05-rnd0104-plan-label-decluttering-priority-and-collision-at-scale.md"
"Rendering","Multiline and edge labels","Implemented","Wrapped labels, source/target labels, label geometry and bounds.","src/README.md"
"Rendering","Node shapes and arrowhead vocabulary","Implemented","The v3 shape vocabulary is supported with normalized dashed names. Compositing deviations are tracked separately.","src/README.md"
"Rendering","Overlapping translucent arrowheads","Partial","Heads composite; v3 destination-out flattening is not reproduced.","src/README.md"
"Rendering","Very large parallel-edge bundles","Planned","Scoped GeneMANIA-scale bundle performance and fixture work; existing parallel edges are supported.","plan/rounds/2026-08-20-06-rnd0105-plan-parallel-edges-at-genemania-width-and-a-genemania.md"
"Rendering","Rendering without WebGPU","Planned","Minimum requirement for the first alpha: working rendering in environments without WebGPU, likely via WebGL. Backend choice, capability selection and supported limits need definition and validation; current rendering still requires WebGPU.","docs/feature-direction.md"
"Rendering","WebGL2 fallback investigation","Planned","Scoped feasibility work informs the likely WebGL backend. The feature direction now requires non-WebGPU rendering for alpha; backend choice remains open, rather than whether to provide a fallback at all.","plan/rounds/2026-08-14-04-rnd0073-plan-the-webgl2-fallback-scoped.md"
"Rendering","WebGPU renderer","Implemented","GPU drawing, culling, picking and mapped paint; browser WebGPU is required.","src/README.md"
"Runtime","Additional runtime support investigation","Planned","Scoped capability/support matrix; no extra runtime support promise is made.","plan/rounds/2026-08-19-04-rnd0100-plan-the-runtime-horizon-which-other-javascript-environments.md"
"Runtime","Bun headless","Implemented","Built bundles are covered by the cross-runtime smoke suite and CI.","test/runtimes/smoke.mjs"
"Runtime","Deno headless","Implemented","Built bundles are covered by the cross-runtime smoke suite and CI.","test/runtimes/smoke.mjs"
"Runtime","Device-loss recovery","Implemented","Reconstruct GPU state from CPU-owned data; exercised under lifecycle/load tests.","src/README.md"
"Runtime","Mount and unmount","Implemented","Attach or detach rendering while retaining the CPU model.","src/core.mts"
"Runtime","Native Bun/Deno runners and GPU integration","Planned","Scoped native full-suite measurements and Deno adapter work; existing headless bundle smoke coverage is implemented.","plan/rounds/2026-08-19-03-rnd0099-plan-bun-and-deno-first-class-the-native-runners-measured-s.md"
"Runtime","Node headless","Implemented","Headless package operation is covered by the Node runtime smoke suite.","test/runtimes/smoke.mjs"
"Style","active-bg-color","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","active-bg-opacity","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","active-bg-size","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","arrow-scale","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-blacken","Replaced","Compute the shade in a colour mapper range.","MIGRATING.md"
"Style","background-clip","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-fill","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-fit","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-gradient-direction","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-gradient-stop-colors","Partial","Gradient stops are supported with a maximum of five stops.","src/style.mts"
"Style","background-gradient-stop-positions","Partial","Gradient stops are supported with a maximum of five stops.","src/style.mts"
"Style","background-height","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-height-relative-to","Excluded","Background image sizing uses the v4 image-box rules; the v3 relative-to toggle is not supported.","MIGRATING.md"
"Style","background-image","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-image-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-image-containment","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-image-crossorigin","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-image-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-image-smoothing","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-image-type","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-offset-x","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-offset-y","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-position-x","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-position-y","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-repeat","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","background-width-relative-to","Excluded","Background image sizing uses the v4 image-box rules; the v3 relative-to toggle is not supported.","MIGRATING.md"
"Style","border-cap","Excluded","Dash ends use perpendicular butt cuts; no configurable border cap.","MIGRATING.md"
"Style","border-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","border-dash-offset","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","border-dash-pattern","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","border-join","Excluded","Border joins follow the shape geometry; no configurable border join.","MIGRATING.md"
"Style","border-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","border-position","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","border-style","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","border-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","bounds-expansion","Excluded","Bounds are derived from the drawn geometry; no manual expansion property.","MIGRATING.md"
"Style","box-select-labels","Replaced","Use the core option boxSelectionIncludesLabels.","MIGRATING.md"
"Style","box-selection","Replaced","Use boxSelectionMode ('contain' or 'overlap'); disable events for the v3 'none' behaviour.","MIGRATING.md"
"Style","chart","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","chart-colors","Implemented","Up to 16 slice colours; constant list. Per-slice alpha belongs in the colour values.","src/style.mts"
"Style","chart-direction","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","chart-hole","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","chart-opacity","Implemented","Overall opacity folded into every chart slice alpha.","src/style.mts"
"Style","chart-size","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","chart-start-angle","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","chart-values","Implemented","Up to 16 absolute fractions (or percentages); values are not normalized. Constants or a data passthrough.","src/style.mts"
"Style","color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","compound-sizing-wrt-labels","Partial","Parents only; 'exclude' is accepted, 'include' throws. Compound auto-bounds use child bodies; public bounding boxes can include labels.","src/style.mts"
"Style","content","Replaced","Use label.","MIGRATING.md"
"Style","control-point-distance","Replaced","Use control-point-distances (plural).","MIGRATING.md"
"Style","control-point-distances","Implemented","Edge routing array; constants only. Use an id-keyed style bypass for a different array on each edge.","src/style.mts"
"Style","control-point-step-size","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","control-point-weight","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","control-point-weights","Implemented","Edge routing array; constants only. Use an id-keyed style bypass for a different array on each edge.","src/style.mts"
"Style","corner-radius","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","curve-style","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","display","Replaced","Use show()/hide() for structural visibility, or the visibility property for paint-only hiding.","MIGRATING.md"
"Style","edge-distances","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","edge-text-rotation","Replaced","Use text-rotation.","MIGRATING.md"
"Style","events","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","font-family","Partial","One global font face per atlas; per-element font families and mappers are excluded.","src/style.mts"
"Style","font-size","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","font-style","Partial","Global font setting; per-element variation and mappers are excluded.","src/style.mts"
"Style","font-weight","Partial","Global font setting; per-element variation and mappers are excluded.","src/style.mts"
"Style","ghost","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","ghost-offset-x","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","ghost-offset-y","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","ghost-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","haystack-radius","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","height","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","label","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-cap","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-dash-offset","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-dash-pattern","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-fill","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-gradient-stop-colors","Partial","Gradient stops are supported with a maximum of five stops.","src/style.mts"
"Style","line-gradient-stop-positions","Partial","Gradient stops are supported with a maximum of five stops.","src/style.mts"
"Style","line-height","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-outline-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-outline-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","line-style","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","loop-direction","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","loop-sweep","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","mid-source-arrow-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","mid-source-arrow-fill","Undecided","Not supported: mid arrows are filled at standard width. Hollow-mid-arrow scope remains an open design call.","MIGRATING.md"
"Style","mid-source-arrow-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","mid-source-arrow-width","Not implemented","Mid arrows use the standard width; this v3 width override has no v4 spelling.","MIGRATING.md"
"Style","mid-target-arrow-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","mid-target-arrow-fill","Undecided","Not supported: mid arrows are filled at standard width. Hollow-mid-arrow scope remains an open design call.","MIGRATING.md"
"Style","mid-target-arrow-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","mid-target-arrow-width","Not implemented","Mid arrows use the standard width; this v3 width override has no v4 spelling.","MIGRATING.md"
"Style","min-height","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","min-height-bias-bottom","Replaced","The min-width/min-height clamp is centred. Use per-side parent padding for asymmetric space.","MIGRATING.md"
"Style","min-height-bias-top","Replaced","The min-width/min-height clamp is centred. Use per-side parent padding for asymmetric space.","MIGRATING.md"
"Style","min-width","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","min-width-bias-left","Replaced","The min-width/min-height clamp is centred. Use per-side parent padding for asymmetric space.","MIGRATING.md"
"Style","min-width-bias-right","Replaced","The min-width/min-height clamp is centred. Use per-side parent padding for asymmetric space.","MIGRATING.md"
"Style","min-zoomed-font-size","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","outline-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","outline-offset","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","outline-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","outline-style","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","outline-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","outside-texture-bg-color","Excluded","Removed with textureOnViewport; v4 does not use the canvas-era viewport texture.","MIGRATING.md"
"Style","outside-texture-bg-opacity","Excluded","Removed with textureOnViewport; v4 does not use the canvas-era viewport texture.","MIGRATING.md"
"Style","overlay-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","overlay-corner-radius","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","overlay-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","overlay-padding","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","overlay-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","padding","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","padding-bottom","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","padding-left","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","padding-relative-to","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","padding-right","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","padding-top","Implemented","Compound parents group only. Padding accepts pixels or percentages; per-side values override uniform padding.","src/style.mts"
"Style","pie-1-background-color","Replaced","Use chart: 'pie' and chart-colors[0].","MIGRATING.md"
"Style","pie-1-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[0]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-1-background-size","Replaced","Use chart: 'pie' and chart-values[0] (fraction or percentage).","MIGRATING.md"
"Style","pie-10-background-color","Replaced","Use chart: 'pie' and chart-colors[9].","MIGRATING.md"
"Style","pie-10-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[9]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-10-background-size","Replaced","Use chart: 'pie' and chart-values[9] (fraction or percentage).","MIGRATING.md"
"Style","pie-11-background-color","Replaced","Use chart: 'pie' and chart-colors[10].","MIGRATING.md"
"Style","pie-11-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[10]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-11-background-size","Replaced","Use chart: 'pie' and chart-values[10] (fraction or percentage).","MIGRATING.md"
"Style","pie-12-background-color","Replaced","Use chart: 'pie' and chart-colors[11].","MIGRATING.md"
"Style","pie-12-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[11]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-12-background-size","Replaced","Use chart: 'pie' and chart-values[11] (fraction or percentage).","MIGRATING.md"
"Style","pie-13-background-color","Replaced","Use chart: 'pie' and chart-colors[12].","MIGRATING.md"
"Style","pie-13-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[12]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-13-background-size","Replaced","Use chart: 'pie' and chart-values[12] (fraction or percentage).","MIGRATING.md"
"Style","pie-14-background-color","Replaced","Use chart: 'pie' and chart-colors[13].","MIGRATING.md"
"Style","pie-14-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[13]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-14-background-size","Replaced","Use chart: 'pie' and chart-values[13] (fraction or percentage).","MIGRATING.md"
"Style","pie-15-background-color","Replaced","Use chart: 'pie' and chart-colors[14].","MIGRATING.md"
"Style","pie-15-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[14]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-15-background-size","Replaced","Use chart: 'pie' and chart-values[14] (fraction or percentage).","MIGRATING.md"
"Style","pie-16-background-color","Replaced","Use chart: 'pie' and chart-colors[15].","MIGRATING.md"
"Style","pie-16-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[15]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-16-background-size","Replaced","Use chart: 'pie' and chart-values[15] (fraction or percentage).","MIGRATING.md"
"Style","pie-2-background-color","Replaced","Use chart: 'pie' and chart-colors[1].","MIGRATING.md"
"Style","pie-2-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[1]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-2-background-size","Replaced","Use chart: 'pie' and chart-values[1] (fraction or percentage).","MIGRATING.md"
"Style","pie-3-background-color","Replaced","Use chart: 'pie' and chart-colors[2].","MIGRATING.md"
"Style","pie-3-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[2]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-3-background-size","Replaced","Use chart: 'pie' and chart-values[2] (fraction or percentage).","MIGRATING.md"
